City,Region,tif_count,Latitude,Longitude,Human Modification
Luzhou,ASIA,5643.978423,28.94354452,105.4836099,0.646256667
Lvov,EUROPE,190.1002279,49.84699801,23.99063295,0.746474934
Lynchburg,NORTH AMERICA,162.2283899,37.39338277,-79.20563436,0.636909579
Lyon,EUROPE,781.1261242,45.75602435,4.834929571,0.79787571
Lysychansk,EUROPE,69.32226354,48.91790011,38.41514607,0.790352602
LÌùderitz,AFRICA,4.287975062,-26.64272631,15.15662485,0.5398403
Maanshan,ASIA,206.3329829,31.67137327,118.520198,0.85078004
Mabaruma,SOUTH AMERICA,5.717300087,8.206202327,-59.79245051,0.302425856
Macae,SOUTH AMERICA,24.81704613,-22.36472435,-41.78629462,0.819701619
Macapa,SOUTH AMERICA,43.59441316,0.055541993,-51.07611956,0.728061923
Macara,SOUTH AMERICA,4.287975065,-4.377329837,-79.94804004,0.687712949
Macas,SOUTH AMERICA,2.858650043,-2.297134008,-78.12346318,0.623979847
Macau,ASIA,217.8600146,22.29934161,113.4577891,0.766269748
Maceio,SOUTH AMERICA,253.9871153,-9.542641374,-35.81576897,0.548045721
Macenta,AFRICA,13.5785877,8.548160739,-9.478395772,0.715560802
Machakos,AFRICA,14.29325022,-1.509565381,37.26027919,0.716468044
Machala,SOUTH AMERICA,28.76064218,-3.253950715,-79.96343957,0.650671239
Macheng,ASIA,3437.597926,30.64340551,115.1619542,0.67677222
Machilipatnam,ASIA,849.4061855,16.3056008,81.10757974,0.71846958
Machiques,SOUTH AMERICA,17.15190026,10.06315144,-72.55464225,0.675810406
Macia,AFRICA,5.002637575,-25.02118832,33.10181025,0.566308172
Mackay,AUSTRALIA,37.87711307,-21.12802733,149.168039,0.791128734
Macon,NORTH AMERICA,148.6498022,32.85322739,-83.67134718,0.684512418
Madang,MELANESIA,16.92417273,-5.216993903,145.7846124,0.582471351
Madaoua,AFRICA,4.287975064,14.07883665,5.952226024,0.706364343
Madinat ath Thawrah,ASIA,20.5375783,35.83952715,38.5406937,0.724784086
Madison,NORTH AMERICA,260.2516139,43.07870305,-89.40456403,0.790138154
Madisonville,NORTH AMERICA,36.44778805,37.33765405,-87.49973552,0.681812943
Madiun,MALAY ARCHIPELAGO,2831.704723,-7.640254105,111.4655623,0.632560586
Madrid,EUROPE,753.2542862,40.43043008,-3.754339921,0.830304445
Madurai,ASIA,11028.93647,10.46494783,78.81140757,0.71372882
Mae Sot,ASIA,27.87183792,16.72449873,98.55683979,0.792385031
Maebashi,ASIA,480.9678697,36.34988791,139.077742,0.865944026
Mafetang,AFRICA,32.87447549,-29.80739665,27.22890613,0.710281504
Magadan,ASIA,34.30380051,59.57197475,150.8040759,0.593055724
Magangue,SOUTH AMERICA,25.4245112,9.268782863,-74.78343413,0.574905037
Magdagachi,ASIA,17.86656276,53.46181242,125.8026663,0.385029522
Magdalena,SOUTH AMERICA,3.573312554,-13.25366587,-64.05720534,0.432774195
Magdeburg,EUROPE,158.6550774,52.13680804,11.6267034,0.815885711
Magelang,MALAY ARCHIPELAGO,1041.627516,-7.403295186,110.1197935,0.662323899
Magnitogorsk,EUROPE,63.52956838,53.42958255,58.96564721,0.848272844
Magway,ASIA,32.86820441,20.17021678,94.95009508,0.700127572
Mahabad,ASIA,16.43723775,36.76461478,45.72124127,0.732915356
Mahajanga,AFRICA,5.002637573,-15.65658195,46.34160358,0.445601834
Mahalapye,AFRICA,27.87183792,-23.10155822,26.81443983,0.468930838
Mahilyow,EUROPE,103.626064,53.90175272,30.3294312,0.801390473
Maiduguri,AFRICA,130.0685769,11.79187071,13.22405875,0.724688177
Maintirano,AFRICA,2.85865004,-18.05285917,44.01966318,0.401349973
Maiquetia,SOUTH AMERICA,47.51945713,10.60557547,-66.96638626,0.657416299
Maitland,AUSTRALIA,16.43723775,-32.71837875,151.5271458,0.831452455
Maizaru,ASIA,12.14926268,35.44518312,135.3255728,0.657911778
Majene,MALAY ARCHIPELAGO,224.9262865,-3.424936879,119.0955191,0.425902549
Majuro,MICRONESIA,1.491023221,7.110147476,171.3657831,0.495210761
Makale,MALAY ARCHIPELAGO,5.002637578,-3.095977331,119.8453947,0.507309574
Makarov,ASIA,5.002637575,48.63408668,142.7770427,0.398293525
Makeni,AFRICA,13.5785877,8.891180237,-12.04754236,0.854539209
Makhachkala,EUROPE,123.48439,42.98070031,47.45427247,0.634789906
Makhambet,EUROPE,2.143987531,47.67804448,51.58583463,0.35028906
Makinsk,ASIA,19.29588779,52.63853854,70.40980075,0.60449069
Makiyivka,EUROPE,156.7336751,48.05863555,37.98133672,0.765788604
Makkah,ASIA,190.1002278,21.43206251,39.84633028,0.70334697
Makokou,AFRICA,7.146625107,0.568012641,12.84620631,0.683985425
Makoua,AFRICA,10.71993766,-0.000669022,15.61806823,0.561730669
Makurdi,AFRICA,90.04747635,7.749322424,8.55948209,0.715842724
Malabo,AFRICA,0.714662511,3.359205663,8.657419382,0.267740424
Malacca,ASIA,257.7986985,2.270341167,102.2506628,0.730736783
Maladzyechna,EUROPE,37.16245056,54.31685381,26.8449268,0.768827948
Malaga,EUROPE,72.76714236,36.72405223,-4.449041656,0.807959893
Malakal,AFRICA,15.72257524,9.537192835,31.65519924,0.687824952
Malang,MALAY ARCHIPELAGO,4218.401146,-7.978258694,112.2084692,0.667316263
Malanje,AFRICA,30.73048796,-9.537502686,16.34254366,0.819044865
Malargue,SOUTH AMERICA,11.43460017,-35.47010054,-69.59064113,0.422995033
Malatya,ASIA,105.0553891,38.34853225,38.27181712,0.754634295
Maldonado,SOUTH AMERICA,31.08103786,-34.9040237,-54.95289939,0.758781518
Male,ASIA,1.701919201,4.18166147,73.50298237,0.638252997
Malegaon,ASIA,344.4673302,20.56045487,74.36364234,0.665433559
Malindi,AFRICA,25.72785039,-3.196185039,40.09225665,0.664424625
Mallawi,AFRICA,308.3618546,27.63139547,30.80889744,0.827009262
Malmo,EUROPE,172.8688272,55.6042913,13.03429241,0.840958374
Mamou,AFRICA,13.57858771,10.37256885,-12.09503421,0.627403523
Man,AFRICA,29.30116294,7.417403745,-7.550834123,0.823844456
Manacapuru,SOUTH AMERICA,7.861287619,-3.287608353,-60.62878639,0.769553279
Manado,MALAY ARCHIPELAGO,49.36045424,1.477478783,124.8428432,0.750899453
Managua,NORTH AMERICA,111.3579542,12.13795911,-86.26839822,0.829913917
Manama,ASIA,164.2874908,26.1694697,50.53693718,0.811814146
Mananjary,AFRICA,2.775488572,-21.2213802,48.34256721,0.367721865
Manaus,SOUTH AMERICA,204.8281201,-3.060060031,-60.00015601,0.84158269
Manbij,ASIA,27.15717541,36.53293582,37.95018191,0.75425034
Manchester1,NORTH AMERICA,223.6567088,42.93648138,-71.48013593,0.68238194
Manchester2,EUROPE,1467.183412,53.52315818,-2.299531202,0.79836251
Mandalay,ASIA,121.044662,21.95739316,96.09300675,0.726174145
Mandalgovi,ASIA,3.573312552,45.76937396,106.2687987,0.373143207
Mandali,ASIA,1.42932502,33.75103538,45.54516107,0.529657948
Mandera,AFRICA,10.71993766,3.939345821,41.85470303,0.57875729
Mandritsara,AFRICA,2.858650043,-15.83631439,48.81955001,0.624018468
Mandurah,AUSTRALIA,13.56487477,-32.52660376,115.7362033,0.830891657
Mandya,ASIA,106.4847141,12.54087592,76.88447585,0.789892648
Mangai,AFRICA,2.858650044,-4.044843883,19.52878366,0.383143524
Mangalore,ASIA,196.4692162,12.97020579,74.83808318,0.842151555
Mango,AFRICA,14.29325021,10.36095196,0.454683599,0.646339741
Mangochi,AFRICA,130.9332552,-14.52653827,35.21017708,0.566631287
Manhattan,NORTH AMERICA,44.30907566,39.19970756,-96.59410037,0.72231833
Manicore,SOUTH AMERICA,5.717300084,-5.809321127,-61.29879412,0.553946518
Manila,MALAY ARCHIPELAGO,7647.273504,15.32512903,120.7640249,0.726721195
Manisa,ASIA,97.19410145,38.64831345,27.40838839,0.799413384
Manizales,SOUTH AMERICA,45.73840068,5.07375636,-75.5019862,0.690605555
Manja,AFRICA,1.42932502,-21.42842831,44.32447218,0.255920836
Manjimup,AUSTRALIA,6.431962596,-34.24045083,116.1349796,0.54800618
Mankato,NORTH AMERICA,50.02637575,44.17259657,-94.00927421,0.79296245
Mannheim,EUROPE,671.7827601,49.45145537,8.537602726,0.833969024
Manokwari,MELANESIA,12.86392519,-0.85670762,134.063612,0.50967747
Manono,AFRICA,12.86392519,-7.28213521,27.45182743,0.548082527
Manpo,ASIA,47.88238822,41.15033977,126.2452705,0.705500127
Mansa,AFRICA,5.717300088,-11.19688661,28.88656114,0.438365037
Mansehra,ASIA,631.1772208,34.36323273,73.21371211,0.706009354
Mansfield,NORTH AMERICA,97.90876396,40.76446033,-82.53233289,0.692964184
Manta,SOUTH AMERICA,38.26730354,-0.968147616,-80.71372319,0.816396411
Manukau,POLYNESIA,176.13796,-36.96771418,174.8789123,0.84819338
Manyoni,AFRICA,0.714662511,-5.783143836,34.89925304,0.239665314
Manzanillo1,NORTH AMERICA,17.85520465,19.07592005,-104.2985095,0.837101803
Manzanillo2,NORTH AMERICA,16.90761407,20.34208155,-77.12665585,0.718991093
Manzhouli,ASIA,22.86920034,49.58827949,117.4476203,0.661481019
Mao,AFRICA,8.575950127,14.12484085,15.30396006,0.415627817
Maoming,ASIA,2005.691705,21.7643388,110.9445322,0.725886352
Mapai,AFRICA,0.714662511,-22.84055225,31.96653898,0.089282753
Maputo,AFRICA,289.8147571,-25.87652811,32.52813911,0.839668111
Maqat,ASIA,5.717300087,47.65320961,53.32925938,0.400671938
Mar de Ajo,SOUTH AMERICA,26.39147829,-36.70648047,-56.68934937,0.751882839
Mar del Plata,SOUTH AMERICA,198.2123288,-37.9959824,-57.59627834,0.794627853
Maraba,SOUTH AMERICA,17.86656277,-5.342497059,-49.11799104,0.76264401
Maracaibo,SOUTH AMERICA,236.3041693,10.64235818,-71.66426514,0.872061754
Maracaju,SOUTH AMERICA,10.00527515,-21.61524109,-55.16596755,0.74503078
Maradi,AFRICA,52.17036328,13.50971841,7.112417721,0.839024452
Maragheh,ASIA,28.58650043,37.39643936,46.24236278,0.705200444
Marbella,EUROPE,88.04910962,36.50559817,-4.905947844,0.697527394
Mardan,ASIA,3110.864046,34.213043,72.10651721,0.796201478
Mardin,ASIA,16.43723774,37.32203635,40.72752624,0.726142617
Maria Elena,SOUTH AMERICA,2.858650042,-22.33702507,-69.67106655,0.495259634
Maribor,EUROPE,69.32226353,46.53815362,15.63999119,0.812470345
Maridi,AFRICA,2.143987534,4.920378047,29.46289969,0.735640181
Mariental,AFRICA,8.575950128,-24.62310187,17.96676787,0.487589483
Marietta,NORTH AMERICA,1244.927862,33.96438698,-84.59495925,0.707608278
Mariinsk,ASIA,38.59177558,56.22428335,87.7394368,0.680882967
Marilia,SOUTH AMERICA,95.76477643,-22.20805827,-49.95040974,0.766171394
Marinette,NORTH AMERICA,31.44515047,45.10840802,-87.62981058,0.77816074
Maringa,SOUTH AMERICA,117.9193143,-23.42033824,-51.92695489,0.825437017
Marion,NORTH AMERICA,39.30643809,40.55470084,-85.67349146,0.803921288
Mariupol,EUROPE,152.1598584,47.12284462,37.5645923,0.861212982
Markala,AFRICA,9.290612638,13.68734675,-6.075935714,0.55454934
Maroantsetra,AFRICA,9.030619061,-15.42450144,49.73399783,0.363705966
Maroua,AFRICA,41.45042562,10.60627752,14.32287513,0.797557672
Marovoay,AFRICA,3.573312554,-16.09743675,46.6395547,0.266233226
Marquette,NORTH AMERICA,24.27153942,46.55464551,-87.41786107,0.707291218
Marrakesh,AFRICA,200.105503,31.65034812,-7.994376543,0.751896385
Marrupa,AFRICA,9.29061264,-13.18569165,37.49779311,0.325916221
Marsabit,AFRICA,10.00527515,2.338266495,37.99923635,0.696393597
Marsala,EUROPE,18.85272022,37.79913865,12.45528655,0.743249461
Marseille,EUROPE,408.9110613,43.36587079,5.389794912,0.80030125
Martapura,MALAY ARCHIPELAGO,113.2602319,-3.422705598,114.8003803,0.722244124
Mary,ASIA,90.04747634,37.61070681,61.84376342,0.712112681
Mary borough,AUSTRALIA,17.86656276,-25.529123,152.6932734,0.733770845
Maryborough,AUSTRALIA,10.00527515,-37.04236858,143.733599,0.652983177
Marzuq,AFRICA,21.43987533,25.93199025,13.90255642,0.644923884
Masaka,AFRICA,977.6583146,-0.27634142,31.70959462,0.67556406
Masan,ASIA,159.8958033,35.21330239,128.6355912,0.758168693
Masasi,AFRICA,12.86392519,-10.72843448,38.80245634,0.605349023
Mascara,AFRICA,37.16245056,35.39701022,0.127099128,0.825863984
Maseru,AFRICA,134.356552,-29.34523427,27.53179903,0.81418312
Mashhad,ASIA,222.9747033,36.31824451,59.57658194,0.744757756
Masindi-Port,AFRICA,2.858650042,1.708673807,32.06112034,0.378582747
Masjed Soleyman,ASIA,32.87447549,31.95611901,49.28522138,0.579654238
Mason City,NORTH AMERICA,32.15981298,43.15207255,-93.21230141,0.732848401
Massawa,AFRICA,13.78603584,15.61889597,39.44543446,0.401932785
Masterton,POLYNESIA,17.86656277,-40.94603023,175.6468816,0.738689516
Masvingo,AFRICA,15.00791272,-20.0623385,30.82005216,0.691647277
Matadi,AFRICA,8.57595013,-5.826513879,13.51452413,0.291039686
Matagalpa,NORTH AMERICA,13.5785877,12.93351405,-85.92596822,0.617832991
Matagami,NORTH AMERICA,3.573312555,49.76414643,-77.63242055,0.451040464
Matamoros,NORTH AMERICA,190.8148904,25.90382187,-97.49194338,0.739984243
Matanzas,NORTH AMERICA,33.87797146,23.05009903,-81.56805067,0.679149782
Matara,ASIA,745.3411232,6.107879044,80.31554924,0.544759874
Mataram,MALAY ARCHIPELAGO,138.7036185,-8.61266759,116.1248737,0.708396573
Mataro,EUROPE,69.36444763,41.52966208,2.379560046,0.766451231
Matehuala,NORTH AMERICA,25.01318787,23.6598675,-100.6462169,0.692015832
Mathura,ASIA,1523.099363,27.68595491,77.53781506,0.753352582
Mato Grosso,SOUTH AMERICA,1.429325021,-14.99978728,-59.9549232,0.603842893
Matola,AFRICA,117.1423282,-25.88420387,32.46710062,0.803011674
Matruh,AFRICA,29.30116294,31.34935263,27.23560779,0.641545352
Matsue,ASIA,57.80154491,35.45975866,133.0798204,0.776090439
Matsumoto,ASIA,93.62078891,36.19365477,137.9594307,0.819660875
Matsuyama,ASIA,187.9054513,33.82748578,132.7663868,0.834916478
Maturin,SOUTH AMERICA,65.74895099,9.759062164,-63.18458512,0.627440287
Maues,SOUTH AMERICA,6.431962598,-3.385032478,-57.71837944,0.632103325
Maumere,MALAY ARCHIPELAGO,72.08939437,-8.636453095,122.2098011,0.624488234
Maun,AFRICA,16.43723774,-19.98937586,23.41633588,0.434913748
Mawlamyine,ASIA,35.36354218,16.4892229,97.64720036,0.720192573
Maxixe,AFRICA,109.9679631,-23.91135233,35.2989937,0.45201818
May Pen,SOUTH AMERICA,76.46888864,17.965722,-77.26479501,0.820742325
Mayaguez,SOUTH AMERICA,311.1306238,18.34025327,-67.14028602,0.741262222
Maykop,EUROPE,65.74895098,44.61013671,40.09939439,0.701047849
Mazabuka,AFRICA,10.71993766,-15.85155705,27.74972678,0.661775154
Mazar-e Sharif,ASIA,372.3391681,36.72547351,66.9060346,0.700355067
Mazatenango,NORTH AMERICA,11.43460017,14.53639145,-91.510768,0.719879135
Mazatlan,NORTH AMERICA,62.38763274,23.25862701,-106.4150048,0.836098587
Mazyr,EUROPE,30.73048796,52.0459216,29.22486294,0.693416197
Mbabane,AFRICA,26.44251289,-26.31049446,31.12486756,0.733846772
Mbaiki,AFRICA,2.858650041,3.873699982,17.98439159,0.695931173
Mbala,AFRICA,6.431962595,-8.838766387,31.36397195,0.687415809
Mbale,AFRICA,253.705699,1.015461801,34.13947098,0.709369752
Mbalmayo,AFRICA,9.290612638,3.522598882,11.49627464,0.662460331
Mbandaka,AFRICA,34.25184019,0.041628071,18.26462519,0.632814362
Mbanza-Congo,AFRICA,5.717300085,-6.264165085,14.23360799,0.672521423
Mbanza-Ngungu,AFRICA,26.4425129,-5.237142331,14.86235812,0.4009658
Mbarara,AFRICA,317.3101548,-0.58834413,30.64292206,0.60390197
Mbe,AFRICA,2.858650042,7.863312513,13.58691366,0.670965998
Mbeya,AFRICA,42.16508813,-8.902882008,33.44894033,0.79165862
Mbuji-Mayi,AFRICA,132.2125645,-6.126484663,23.59243236,0.764319179
Mbulu,AFRICA,7.861287617,-3.847871008,35.52759293,0.673069483
McAlester,NORTH AMERICA,27.87183792,34.93746947,-95.76680459,0.705781999
McAllen,NORTH AMERICA,277.3695096,26.23664325,-98.2726727,0.715798301
McCook,NORTH AMERICA,10.71993766,40.21058634,-100.6320547,0.763545293
McGrath,NORTH AMERICA,0.71466251,62.95945324,-155.5927474,0.393908191
Meadow Lake,NORTH AMERICA,10.71993766,54.13238366,-108.4475951,0.642968807
Medan,MALAY ARCHIPELAGO,1230.323005,3.661369466,98.64100418,0.724169434
Medani,AFRICA,82.18618874,14.40417322,33.53810091,0.742093837
Medea,AFRICA,46.45306319,36.27279611,2.756751297,0.74338039
Medellin,SOUTH AMERICA,197.246853,6.238630062,-75.58936517,0.805624072
Medford,NORTH AMERICA,95.76477644,42.34037175,-122.8733177,0.776986108
Medicine Hat,NORTH AMERICA,52.17036328,50.03195317,-110.6800437,0.706088507
Medina,ASIA,142.9325021,24.47113134,39.60523235,0.644433433
Medinipur,ASIA,5256.14476,22.45099559,87.26796806,0.670113575
Mednogorsk,EUROPE,9.290612635,51.41314941,57.5852542,0.598287861
Meekatharra,AUSTRALIA,0.714662511,-26.59130899,118.4908802,0.415503826
Meerut,ASIA,6744.887826,29.05773313,77.85694648,0.752256078
Megion,ASIA,13.5785877,61.03953221,76.11379472,0.489337472
Meiganga,AFRICA,9.29061264,6.519462539,14.28514798,0.640559325
Meizhou,ASIA,109.3433641,24.30343198,116.0831167,0.75726736
Mejillones,SOUTH AMERICA,3.139160633,-23.09765402,-70.45798963,0.522812981
Mekambo,AFRICA,3.573312554,1.017375999,13.95037028,0.491485774
Mekele,AFRICA,20.72521281,13.49814882,39.46151579,0.631228206
Meknes,AFRICA,150.7937897,33.89376844,-5.554409774,0.743911346
Mekoryuk,NORTH AMERICA,0.507562392,60.38925177,-166.2001,0.358681008
Melbourne1,NORTH AMERICA,323.1186326,28.0859666,-80.67382387,0.747413768
Melbourne2,AUSTRALIA,1639.402938,-37.84220826,145.0597456,0.886186246
Melekeok,MICRONESIA,5.002637575,7.345003058,134.4767905,0.444852022
Melilla,AFRICA,36.54128503,35.29439156,-2.962532683,0.689488279
Melitopol,EUROPE,111.4873517,46.84897922,35.38802392,0.72875328
Melo,SOUTH AMERICA,19.29588779,-32.36205725,-54.16902901,0.746878235
Melton,AUSTRALIA,29.30116294,-37.68097042,144.5683335,0.832296444
Melun,EUROPE,244.075462,48.61282732,2.615121515,0.760807405
Melut,AFRICA,3.573312554,10.45446353,32.20909484,0.428700214
Melville,NORTH AMERICA,9.290612639,50.93577248,-102.8070318,0.59471259
Memphis,NORTH AMERICA,826.8645249,35.10433485,-89.9223888,0.657527217
Mendi,MELANESIA,4.287975065,-6.130910449,143.6441929,0.623924747
Mendocino,NORTH AMERICA,1.177707828,39.31022629,-123.8040104,0.452693648
Mendoza,SOUTH AMERICA,327.3154299,-32.90742386,-68.79199982,0.676183376
Mengzi,ASIA,108.5414202,23.38707469,103.3647938,0.786850715
Meningie,AUSTRALIA,0.71466251,-35.69158275,139.3330666,0.400939974
Menongue,AFRICA,16.43723775,-14.645112,17.67853225,0.698893707
Merauke,MELANESIA,14.29325022,-8.497139127,140.3954069,0.646406027
Merced,NORTH AMERICA,65.03428847,37.31580461,-120.4789406,0.77286971
Mercedes1,SOUTH AMERICA,20.72521281,-34.64874255,-59.43288892,0.813044611
Mercedes2,SOUTH AMERICA,31.44515047,-33.66859644,-65.45892803,0.734915102
Mercedes3,SOUTH AMERICA,11.43460017,-33.25105064,-58.03293571,0.813783746
Mercedes4,SOUTH AMERICA,12.14926268,-29.17896361,-58.08489876,0.571858112
Merida,NORTH AMERICA,192.2442154,20.97947491,-89.62055151,0.906496118
Meridian,NORTH AMERICA,52.17036328,32.38756881,-88.71187333,0.633741786
Merimbula,AUSTRALIA,1.429325021,-36.88304916,149.9036491,0.624345856
Merowe,AFRICA,3.573312556,18.48807568,31.81791006,0.455023323
Merredin,AUSTRALIA,4.287975063,-31.47534003,118.2729075,0.585259487
Meru,AFRICA,1655.873037,-0.049178373,37.75625272,0.550634793
Mesa,NORTH AMERICA,657.7012704,33.37289239,-111.7794536,0.846136553
Messina,EUROPE,77.35840491,38.19951318,15.54274239,0.739035148
Metairie,NORTH AMERICA,223.2316875,29.96648366,-90.17968137,0.864747873
Metz,EUROPE,418.625512,49.21479828,6.133807125,0.773830519
Mexicali,NORTH AMERICA,168.6603525,32.63087346,-115.4539587,0.691031986
Mexico City,NORTH AMERICA,1841.68529,19.50039148,-99.10389829,0.859516678
Meymaneh,ASIA,167.94569,35.96204318,64.85389496,0.484981668
Mezen,EUROPE,7.146625107,65.86017802,44.23065525,0.296850751
Miahuatlan,NORTH AMERICA,7.861287617,16.33969002,-96.59708915,0.662611315
Miami,NORTH AMERICA,2682.055769,26.1991649,-80.22370235,0.856925891
Miami Beach,NORTH AMERICA,139.7743526,25.89589915,-80.16815983,0.84155352
Miandrivazo,AFRICA,2.858650042,-19.52038615,45.4496992,0.248504919
Mianyang,ASIA,16128.19006,31.31198715,105.4252915,0.698396175
Miass,ASIA,86.78404129,55.05802546,60.10023888,0.710177679
Michurinsk,EUROPE,48.59705073,52.90462446,40.49034335,0.834140515
Middelburg1,AFRICA,2.858650044,-31.48720757,25.00290905,0.699392143
Middelburg2,AFRICA,21.43987532,-25.76200866,29.45672809,0.838454064
Middlesbrough,EUROPE,305.8755546,54.5731397,-1.221515412,0.814059964
Midland,NORTH AMERICA,83.61551375,32.01219455,-102.1138769,0.767504846
Mikhaylovka,EUROPE,23.58386285,50.06803859,43.22928481,0.783250532
Mikumi,AFRICA,12.86392519,-7.397454995,36.97835958,0.254506832
Milagro,SOUTH AMERICA,39.30643809,-2.131070807,-79.58544715,0.758263659
Milan,EUROPE,3351.787921,45.64345043,9.215770535,0.834328177
Mildura,AUSTRALIA,19.29588779,-34.18605026,142.1431576,0.701148878
Miles City,NORTH AMERICA,12.14926268,46.41288462,-105.8413659,0.637256125
Millerovo,EUROPE,19.29588779,48.92788218,40.38875366,0.786882047
Milwaukee,NORTH AMERICA,1011.926271,43.04927675,-88.04162186,0.806811385
Minas,SOUTH AMERICA,15.00791273,-34.36430038,-55.24126189,0.777544073
Minatitlan,NORTH AMERICA,60.21584023,18.00627452,-94.5707383,0.870256004
Mindelo,AFRICA,12.48190025,16.89117161,-24.98872783,0.58095625
Mineiros,SOUTH AMERICA,12.86392519,-17.55926394,-52.55563247,0.727244462
Mingan,NORTH AMERICA,2.14398753,50.29551964,-64.03180855,0.372206863
Minna,AFRICA,52.17036328,9.634824366,6.536304919,0.835149435
Minneapolis,NORTH AMERICA,2362.995514,44.96447234,-93.26592014,0.781850912
Minot,NORTH AMERICA,46.4530632,48.2354457,-101.2977698,0.661417213
Minsk,EUROPE,297.2996044,53.89811219,27.55720177,0.819734638
Minxian,ASIA,28.58650043,34.43626188,103.9834949,0.716503902
Miracema,SOUTH AMERICA,10.71993766,-21.40416207,-42.2054603,0.607032373
Mirbat,ASIA,0.714662511,16.99260571,54.6905063,0.547876816
Miri,MALAY ARCHIPELAGO,56.85460371,4.411769598,113.9950731,0.728895193
Mirnyy,ASIA,13.5785877,62.53679082,113.9658085,0.450472338
Mirput Khas,ASIA,157.9404149,25.54765253,68.97494465,0.62707632
Mirzapur,ASIA,530.0818422,24.96760105,82.71461467,0.635331987
Mishan,ASIA,39.30643809,45.55562999,131.8707172,0.825854658
Miskolc,EUROPE,100.767414,48.10290721,20.77420599,0.763005137
Misratah,AFRICA,64.31962596,32.37813349,15.08547409,0.756970616
Missoula,NORTH AMERICA,70.03692605,46.86127271,-114.035624,0.696821023
Mistassini,NORTH AMERICA,3.573312553,50.42209175,-73.87368507,0.42301093
Mitchell,NORTH AMERICA,18.58122528,43.71825387,-98.03122626,0.684111843
Mitilini,EUROPE,11.81821971,39.10544636,26.53810771,0.682707123
Mitla,NORTH AMERICA,0.714662511,16.92636632,-96.41797493,0.596085658
Mito,ASIA,147.2204772,36.39303948,140.4775856,0.861096997
Mityana,AFRICA,29.30116294,0.388659643,32.03315267,0.698495837
Mitzik,AFRICA,5.717300084,0.783874678,11.55172328,0.426344265
Miyazaki,ASIA,110.7726892,31.93592729,131.4254836,0.851108117
Mizdah,AFRICA,1.429325021,31.45447832,12.97391541,0.451709769
Mmabatho,AFRICA,46.4530632,-25.84020123,25.62978557,0.697266268
Mo i Rana,EUROPE,39.7062936,66.33382245,14.15007356,0.460678757
Moab,NORTH AMERICA,9.290612641,38.57303415,-109.5499368,0.572953263
Moanda1,AFRICA,110.7688075,-5.868189574,12.35652598,0.458958518
Moanda2,AFRICA,13.57858771,-1.548186301,13.22100606,0.645879813
Moba,AFRICA,4.287975062,-7.068878107,29.72563296,0.610509777
Mobile,NORTH AMERICA,242.2317126,30.68533077,-88.13819755,0.743603017
Mobridge,NORTH AMERICA,4.938311955,45.54669408,-100.4395638,0.679190119
Mocambique,AFRICA,1.862122887,-15.0357873,40.7298861,0.443318524
Modena,EUROPE,81.47152622,44.65546924,10.91890709,0.858743967
Modesto,NORTH AMERICA,168.6603525,37.65510303,-120.993342,0.829662167
Moengo,SOUTH AMERICA,7.861287618,5.622107647,-54.40451891,0.456965247
Mogadishu,AFRICA,81.04981974,2.059825031,45.32603296,0.85262677
Mogocha,ASIA,20.0105503,53.74387891,119.7587586,0.360191303
Mojokerto,MALAY ARCHIPELAGO,1603.158561,-7.420400902,112.3649845,0.741316898
Mokpo,ASIA,43.84218482,34.82048052,126.4031499,0.749869291
Molde,EUROPE,33.91456064,62.75567907,7.217994041,0.612973813
Molepolole,AFRICA,33.589138,-24.39526957,25.51079662,0.610224364
Mollendo,SOUTH AMERICA,7.077555688,-17.01391507,-72.01844343,0.494730696
Moloundou,AFRICA,3.573312554,2.047826572,15.20960506,0.356953889
Mombasa,AFRICA,279.0455266,-3.927583333,39.6274348,0.726015681
Monaco,EUROPE,39.00854128,43.75918736,7.43599321,0.703492603
Monchegorsk,EUROPE,67.89293851,67.94539867,32.87321627,0.59505403
Monclova,NORTH AMERICA,71.46625107,26.915846,-101.4341671,0.811065369
Moncton,NORTH AMERICA,118.6339768,46.10131219,-64.79316782,0.702640926
Mongbwalu,AFRICA,8.575950133,1.962519609,30.03282078,0.336509007
Mongo,AFRICA,2.143987534,12.19271888,18.68239901,0.49897043
Mongomo,AFRICA,4.287975064,1.632875735,11.30711275,0.650009491
Mongu,AFRICA,25.01318787,-15.25546448,23.13401478,0.600217153
Monroe,NORTH AMERICA,127.0496754,32.5139092,-92.12763725,0.62371558
Monrovia,AFRICA,123.5875989,6.325331973,-10.73606418,0.88116898
Mont-Laurier,NORTH AMERICA,22.86920034,46.55535312,-75.50436957,0.554768019
Monte Cristi,SOUTH AMERICA,5.717300084,19.85087479,-71.65073277,0.690053092
Montego Bay,NORTH AMERICA,46.65593407,18.47980644,-77.90114155,0.750999218
Montemorelos,NORTH AMERICA,16.43723775,25.19093647,-99.83404668,0.780185392
Montepuez,AFRICA,15.72257524,-13.12250623,38.99998983,0.636484754
Monterey1,NORTH AMERICA,92.43903292,36.61465423,-121.8714017,0.733757512
Monterey2,NORTH AMERICA,102.7554183,36.99642018,-121.9817613,0.693309399
Monteria,SOUTH AMERICA,30.73048796,8.761073454,-75.88255772,0.746568993
Montero,SOUTH AMERICA,26.4425129,-17.33032523,-63.25749544,0.726932119
Monterrey,NORTH AMERICA,549.5754707,25.72106092,-100.2955533,0.83905672
