City,Region,tif_count_2000,tif_count_2021,Latitude,Longitude,2000 Population,2021 Population,Population Change
Kissimmee,NORTH AMERICA,278.2653655,278.2653655,28.31301149,-81.39244891,113601.432,259534.8329,145933.4008
Kisumu,AFRICA,139,139,-0.083633094,34.75917266,354984.9999,446930.9999,91945.99999
Kita,AFRICA,14,14,13.03690476,-9.498214286,705,52451.99991,51746.99991
Kitakyushu,ASIA,792.213004,792.213004,33.79425539,130.7894051,1435532.723,1369300.27,-66232.45333
Kitale,AFRICA,42,42,1.038492063,34.99047619,85630.99992,308778.9993,223147.9993
Kitami,ASIA,81,81,43.81337449,143.8762346,103251.9999,79838.99992,-23413.00002
Kitchener,NORTH AMERICA,367,367,43.4349455,-80.44205268,370569.9999,434378.9999,63808.99998
Kitgum,AFRICA,6,6,3.297222222,32.87916667,3416.999992,15591,12174.00001
Kitty Hawk,NORTH AMERICA,3.999999997,4.000000001,36.075,-75.70416667,1194.999996,1188.999996,-6.000000126
Kitwe,AFRICA,88,88,-12.80852273,28.21695076,401636.9998,505779.9995,104142.9997
Kizel,EUROPE,59,59,59.06101695,57.64039548,26579.99998,14891.99999,-11687.99999
Klagenfurt,EUROPE,97,97,46.629811,14.31305842,151334.9999,89533.99994,-61800.99998
Klaipeda,EUROPE,97,96.99999998,55.70790378,21.16108247,217071.9999,141306.9999,-75764.99999
Klamath Falls,NORTH AMERICA,71.00000001,71.00000001,42.21701878,-121.7556338,39173.99999,41485.99997,2311.999983
Klerksdorp,AFRICA,83,83,-26.86204819,26.64257028,178433.9999,184505.9999,6072.000028
Klin,EUROPE,39,39,56.33760684,36.72286325,73002.99993,19875.99997,-53126.99996
Klintsy,EUROPE,51,51,52.75767974,32.23611111,65973.99996,55512.99993,-10461.00002
Klyuchi,ASIA,7.000000003,7.000000003,56.32380952,160.8380952,1542.999995,2392.999993,849.9999983
Knoxville,NORTH AMERICA,622,622,35.97457128,-84.01106645,288785.9999,392018.9999,103233
Knysna,AFRICA,3.999999988,5.999999997,-34.02916667,23.03916667,139.9999993,4233.999993,4093.999993
Kobe,ASIA,964.7763792,964.7763794,34.75344475,134.8965576,3087449.46,2607032.864,-480416.5958
Koblenz,EUROPE,366,366,50.40136612,7.515892532,393506.9998,295011.9998,-98495.00008
Kocaeli,ASIA,190.9999999,190.9999999,40.76815009,29.90667539,430901.9999,580217.9997,149315.9998
Kochi,ASIA,142,142,33.56784038,133.5284038,338634.9998,270630.9999,-68003.99994
Kodiak,NORTH AMERICA,17.99999999,19,57.80720721,-152.3808559,6238.999997,8620.999983,2381.999986
Koforidua,AFRICA,31,31,6.102956989,-0.26344086,151992.9997,161541.9998,9549.0001
Kofu,ASIA,300,300,35.66038889,138.5837222,504620.9993,402319.9997,-102300.9996
Kogon,ASIA,87.94281791,87.94281791,39.7498236,64.53601448,87332.55556,115672.0125,28339.45692
Kohat,ASIA,197,197,33.54335871,71.47013536,315526.9997,489780.9997,174254
Kohtla-Jarve,EUROPE,40.99999999,40.99999999,59.39898374,27.25162602,26836.99995,17283.99996,-9552.999993
Koidu,AFRICA,1.999999999,1.999999999,8.4375,-10.86666667,4257.999973,6234.99995,1976.999977
Koko,AFRICA,16,16,11.42447917,4.521354167,3816.999993,57445.9999,53628.9999
Kokomo,NORTH AMERICA,88,88,40.47623106,-86.13551136,57865.99997,60433.99997,2567.999993
Kokshetau,ASIA,45,45,53.2887037,69.39722222,149643.9999,125017,-24626.99995
Kolar,ASIA,88,88,13.14195076,78.1311553,195827.9999,165233.9999,-30593.99999
Kolda,AFRICA,22,22,12.90075758,-14.94356061,48954.99996,95340.99991,46385.99995
Kolhapur,ASIA,552,552,16.65988828,74.25095109,570923.9999,1205642.999,634718.9988
Koln,EUROPE,1539.16531,1539.16531,51.03984337,7.033934362,2221467.712,1984450.876,-237016.8359
Kolomna,EUROPE,88.99999999,88.99999999,55.08801498,38.79456929,123019.9999,138731.9999,15711.99998
Kolpino,EUROPE,218.4142356,218.4142356,59.7985976,30.56088367,261214.8896,375852.0796,114637.1899
Kolwezi,AFRICA,48,48,-10.71822917,25.48819444,195890.9999,369832.9997,173941.9998
Kom Ombo,AFRICA,99.99999998,99.99999998,24.44616667,32.94158333,258787.9996,199460.9997,-59326.99982
Komatipoort,AFRICA,0.999999999,0.999999999,-25.41666667,31.93333333,214.9999984,170.9999994,-43.99999899
Kompong Chhnang,ASIA,29,29,12.24367816,104.6577586,12707.99994,51813.99985,39105.99991
Komsomolets,ASIA,8.999999995,8.999999995,53.7537037,62.04814815,967.9999954,2928.999991,1960.999996
Komsomolsk na Amure,ASIA,210,210,50.58134921,137.015119,304655.9999,257427.9999,-47227.99997
Kon Tum,ASIA,61,61,14.36543716,107.9905738,75176.99989,128810.9998,53633.99993
Kondopoga,EUROPE,24,24,62.209375,34.26701389,25564.99991,11903.99999,-13660.99992
Kondoz,ASIA,280,280,36.71315476,68.81705357,202339.9995,304627.9996,102288.0001
Koneurgench,ASIA,34,34,42.33088235,59.14730392,24851.99997,65002.99995,40150.99998
Kongolo,AFRICA,17,17,-5.381372549,26.99656863,103523.9998,174176.9998,70653.00005
Konibodom,ASIA,207.5651814,207.5651814,40.36376002,70.49638963,183219.6344,260652.5687,77432.93433
Konotop,EUROPE,90.00000001,90.00000001,51.23703704,33.18037037,131607.9999,76542.99996,-55064.99993
Kontagora,AFRICA,18,18,10.40648148,5.474074074,7331.99999,53556.99995,46224.99996
Kontcha,AFRICA,2,2,7.979166667,12.23333333,567.9999976,10878.99994,10310.99994
Konya,ASIA,277,277,37.86468111,32.4948556,922546.9999,543498.9998,-379048.0001
Korhogo,AFRICA,47,47,9.461702128,-5.634397163,35261.99999,281235.9998,245973.9998
Koriyama,ASIA,141,141,37.40791962,140.368617,288615.9999,254187.9999,-34427.99994
Korla,ASIA,51.00000001,51.00000001,41.76911765,86.13169935,171557.9999,259642.9999,88084.99993
Korosten,EUROPE,50,50,50.96633333,28.6345,105556.9999,55625.99996,-49930.99998
Korsakov,ASIA,34.99999996,34.99999998,46.64142857,142.7819048,32874,22178.99999,-10695
Kos,EUROPE,9.000000005,9.000000005,36.90092593,27.28148148,3853.000004,14105.99999,10252.99999
Kosice,EUROPE,105,105,48.71388889,21.25896825,235164.9999,218962.9998,-16202.0001
Kosti,AFRICA,40,40,13.15354167,32.66020833,157411.9999,209068.9999,51657.00003
Kostroma,EUROPE,158,158,57.77605485,40.94214135,302057.9998,210990.9999,-91066.99994
Koszalin,EUROPE,66,66,54.19785354,16.18295455,107573,101858,-5715.000021
Kota,ASIA,223,223,25.1882287,75.86894619,1113537.999,990041.9997,-123495.9997
Kota Baharu,ASIA,288,290,6.100144175,102.2863178,601430.9996,622001.9998,20571.00015
Kota Kinabalu,MALAY ARCHIPELAGO,211.9999999,212.9999999,5.946705882,116.0912941,294966.9999,788052.9992,493085.9993
Kotabumi,MALAY ARCHIPELAGO,5220.83292,5220.83292,-4.678706846,105.174341,2002878.517,2088758.646,85880.12918
Kotelnich,EUROPE,38.00000001,38.00000001,58.31052632,48.31885965,41967.99992,23816.99998,-18150.99993
Kotlas,EUROPE,56,56,61.26428571,46.66145833,82559.99996,52551.99996,-30008.00001
Kotlit,NORTH AMERICA,3,3,63.03333333,-163.55,202.9999992,251.999999,48.99999979
Kotovsk,EUROPE,23,23,52.59275362,41.50326087,35572.99995,28436.99998,-7135.999973
Kotte,ASIA,3347.715627,3347.715627,6.635714146,80.13874911,3584286.268,5362995.617,1778709.349
Kotzebue,NORTH AMERICA,8.000000002,8.000000002,66.903125,-162.5854167,786.999998,2545.999993,1758.999995
Koudougou,AFRICA,42,42,12.26269841,-2.36468254,45929.99998,125827.9999,79897.99996
Koulamoutou,AFRICA,8.999999999,8.999999999,-1.133333333,12.45833333,34.00000001,32330.99995,32296.99995
Koulikoro,AFRICA,3.000000002,3.000000002,12.88888889,-7.547222222,111.0000002,3561.999992,3450.999991
Kourou,SOUTH AMERICA,8.999999998,8.999999998,5.17037037,-52.65092593,10188.99998,20343.99996,10154.99998
Koutiala,AFRICA,27,27,12.39351852,-5.468209877,89445.99994,177963.9998,88517.99988
Kovel,EUROPE,62,62,51.22930108,24.69932796,110264.9999,56863.99997,-53400.99994
Kovrov,EUROPE,75,75,56.36944444,41.30844444,155248.9999,125825,-29423.99992
Koyuk,NORTH AMERICA,0,1.999999993,64.93333333,-161.1625,0,259.999999,259.999999
Kozhikode,ASIA,6000.550697,6015.550697,11.36672527,75.8861004,7995507.382,8478174.301,482666.9189
Kpalime,AFRICA,40,40,6.905416667,0.620208333,20035.99998,104329.9999,84293.9999
Kragujevac,EUROPE,87,87,44.0164751,20.89674329,160960.9999,133495.9999,-27465
Krakow,EUROPE,847,847,50.05894333,20.05091499,971432.9998,870855.9998,-100577.0001
Kramatorsk,EUROPE,136,136,48.73167892,37.54828431,226594.9999,188194.9998,-38400.00003
Krasnoarmeysk,EUROPE,16,16,51.02916667,45.69166667,25103.99996,11403.99999,-13699.99997
Krasnodar,EUROPE,242,242,45.05805785,38.98708678,659806.9998,546323.9999,-113482.9999
Krasnogorsk,ASIA,10.99999996,10.99999997,48.41515152,142.0916667,1707.99999,1689.999994,-17.99999644
Krasnokamensk,ASIA,20,20,50.10458333,118.0325,61195.9999,32549.99995,-28645.99995
Krasnokamsk,EUROPE,42.99999999,42.99999999,58.08410853,55.76724806,46201.99993,19783.99999,-26417.99995
Krasnoufimsk,EUROPE,58.00000001,58.00000001,56.62356322,57.76724138,38357.99996,41598.99999,3241.000029
Krasnouralsk,ASIA,42,42,58.35059524,60.04801587,25462.99996,17219.99999,-8242.999976
Krasnoyarsk,ASIA,116,116,56.00545977,92.9512931,317247.9995,339757.9995,22510
Kremenchuk,EUROPE,83,83,49.10381526,33.42118474,234894.9999,153905.9999,-80988.99997
Kribi,AFRICA,5.999999997,5.999999997,2.948611111,9.911111111,547.9999975,16979.99993,16431.99993
Krishnanagar,ASIA,9782.099915,9782.099915,23.51817276,88.25298771,9084455.712,11616330.13,2531874.414
Kristiansand,EUROPE,67.99999998,68,58.16017157,7.98627451,55814.99996,53919.99997,-1894.999981
Kristianstad,EUROPE,63,63,56.02949735,14.14563492,26970.99997,21616.99997,-5353.999998
Krong Koh Kong,ASIA,11,10.99999997,11.62121212,102.9901515,3382.999992,21604.99993,18221.99993
Kroonstad,AFRICA,61,61,-27.64986339,27.21543716,67488.99995,87140.99993,19651.99999
Kropotkin,EUROPE,34,34,45.43921569,40.56666667,64161.99992,52564.99993,-11596.99999
Kryvyy Rih,EUROPE,331,331,47.92024169,33.39388218,718105.9996,439237.9998,-278867.9998
Ksar El Kebir,AFRICA,26,26,35.00673077,-5.910576923,260652,136870,-123782
Kuala Lumpur,ASIA,1992,1992,3.056220716,101.6359731,3617548,7585107.997,3967559.998
Kuala Terengganu,ASIA,154,154,5.312229437,103.1238095,318420.9993,348334.9996,29914.00036
Kualakapuas,MALAY ARCHIPELAGO,2.999999994,2.999999994,-3.077777778,114.3527778,50.99999964,2238.999985,2187.999986
Kuantan,ASIA,52.00000001,52.00000001,3.821634615,103.3177885,296091.9998,392728.9998,96637.00005
Kuching,MALAY ARCHIPELAGO,113,113,1.54859882,110.3477876,102982,624431.9998,521449.9998
Kudymkar,EUROPE,26,26,59.01923077,54.65416667,27385.99996,4180.999995,-23204.99997
Kuga,ASIA,46,46,41.7173913,82.95942029,82130.99988,143365.9999,61234.99999
Kuito,AFRICA,29,29,-12.38908046,16.93994253,29989.99998,177534,147544
Kulob,ASIA,61,61,37.92322404,69.78237705,100959.9999,116117.9999,15157.99995
Kulunda,ASIA,17.99999999,17.99999999,52.57592593,78.9287037,5633.999988,7637.999991,2004.000003
Kumamoto,ASIA,327,327,32.82329256,130.7348114,791424.9996,719888.9998,-71535.99977
Kumasi,AFRICA,282,282,6.714864066,-1.621601655,897524.9994,1516722.999,619198.0001
Kumba,AFRICA,96,96,4.626302083,9.459288194,31811.99996,205851.9997,174039.9998
Kumbakonam,ASIA,3958.068906,3958.068906,10.93780744,79.56007573,2994527.379,3724728.011,730200.6314
Kumbo,AFRICA,262,262,6.267938931,10.6803117,98112.99981,167510.9999,69398.00005
Kumertau,EUROPE,21.99999999,21.99999999,52.76818182,55.78674242,47351.99995,42275.9999,-5076.00005
Kumo,AFRICA,2,2,10.05,11.2125,2366.999989,12323.99996,9956.999972
Kundian,ASIA,1385.87275,1385.87275,32.33638358,71.58118131,790738.9248,1167841.666,377102.741
Kungur,EUROPE,59,59,57.43403955,56.96228814,70499.99991,70224.99993,-274.9999744
Kunming,ASIA,528,528,25.01008523,102.7300979,1500988.999,3475095.998,1974106.999
Kununurra,AUSTRALIA,7.000000002,7.000000002,-15.77261905,128.7380952,69.99999994,3679.999983,3609.999984
Kuopio,EUROPE,126,126,62.88994709,27.65125661,78384.99998,82141.99996,3756.999976
Kupang,MALAY ARCHIPELAGO,139,142,-10.1873962,123.617586,50704.99994,407213.9996,356508.9997
Kupina,ASIA,16,16,54.3671875,77.2828125,5102.999983,9153.999975,4050.999992
Kupyansk,EUROPE,77,77,49.70032468,37.6280303,97585.9999,54360.99997,-43224.99993
Kure,ASIA,83.99999991,84,34.23640873,132.5744048,159431.9997,135930.9998,-23500.99994
Kurgan,ASIA,270,270,55.45716049,65.32151235,377340.9999,310981.9999,-66358.99999
Kurnool,ASIA,138,138,15.83001208,78.0406401,406640.9998,449949.9999,43309.00007
Kursk,EUROPE,224,224,51.72176339,36.16517857,454233.9998,368613.9999,-85619.99992
Kurtamysh,ASIA,25,25,54.91966667,64.42666667,3214.999994,8660.99999,5445.999996
Kuruman,AFRICA,9.999999997,9.999999997,-27.45666667,23.4275,1258.999993,2697.999996,1439.000003
Kushiro,ASIA,119.9999999,119.9999999,43.00173611,144.3706944,175473.9999,163337.9999,-12136.00004
Kuta,MALAY ARCHIPELAGO,190,191,-8.703171479,115.2034121,1156478.998,732157.9995,-424320.9986
Kutahya,ASIA,65.99999999,65.99999999,39.43181818,29.98459596,208010.9999,106119.9999,-101891
Kutaisi,ASIA,179,179,42.24385475,42.62518622,695903.9998,193784.9999,-502118.9999
Kuujjuaq,NORTH AMERICA,3.999999996,5,58.11203704,-68.40740741,7.04E-09,1205.999996,1205.999996
Kuujjuarapik,NORTH AMERICA,2.999999991,3.000000001,55.28611111,-77.76388889,0,659.9999999,659.9999999
Kuwait,ASIA,489,489,29.27181322,47.99677914,1657321.999,2278970.999,621648.9995
Kuybyshevskiy,ASIA,16,16,37.9890625,68.70260417,7433.999969,15237.99996,7803.999993
Kuznetsk,EUROPE,52.99999999,52.99999999,53.12091195,46.6,162666.9999,83971.99996,-78694.99992
Kwekwe,AFRICA,27,27,-18.93179012,29.80895062,46826.9999,60902.99987,14075.99998
Kwinana,AUSTRALIA,40.99999994,41,-32.21686992,115.7890244,6405.999956,15355.99996,8950.000007
Kyakhta,ASIA,27,27,50.35648148,106.4438272,2310.999994,11696.99995,9385.999958
Kyaukphyu,ASIA,8.000000001,8.000000001,19.428125,93.53958333,12545.99998,10284.99996,-2261.000021
Kyoto,ASIA,689.9290154,689.9290154,34.90413281,135.7466774,2826323.623,2428160.856,-398162.7673
Kyshtym,ASIA,47,47,55.72056738,60.54237589,33043.99996,20617.99998,-12425.99998
Kyustendil,EUROPE,18,18,42.28981481,22.68564815,55648.99996,34526.99998,-21121.99998
Kyzyl,ASIA,91,91,51.70869963,94.43818681,100010.9999,131207.9999,31196.99997
L'Aquila,EUROPE,46.00000001,46.00000001,42.36286232,13.37572464,66883.99998,46739.99997,-20144
La Barca,NORTH AMERICA,13,13,20.28910256,-102.5538462,39234.99996,36905.99997,-2328.999987
La Ceiba,NORTH AMERICA,19,19,15.77719298,-86.79210526,103308.9999,116167.9999,12859.00001
La Coruna,EUROPE,207,207,43.34537037,-8.3715781,399643.9996,295643.9997,-103999.9999
La Crosse,NORTH AMERICA,114,114,43.86052632,-91.23815789,72215.99995,94895.99992,22679.99998
La Cruz1,SOUTH AMERICA,3.999999999,3.999999999,11.075,-85.63541667,1241.999997,4728.999989,3486.999992
La Cruz2,NORTH AMERICA,7,7,23.92619048,-106.8940476,4302.999996,10750.99999,6447.999991
La Grande,NORTH AMERICA,24,24,45.33229167,-118.0854167,8511.999989,13634.99999,5123
La Grange,NORTH AMERICA,59,59,33.0430791,-85.03474576,24863.99999,27950.99997,3086.999986
La Libertad,NORTH AMERICA,6,6,16.79305556,-90.12638889,452.9999987,8844.999983,8391.999985
La Ligua,SOUTH AMERICA,10,10,-32.44833333,-71.24083333,1531,19568.99999,18037.99999
La Paloma,SOUTH AMERICA,4.000000001,4,-34.65625,-54.16666667,56.99999999,2272.999995,2215.999995
La Paz1,NORTH AMERICA,45.99999999,45.99999999,24.14655797,-110.3143116,159450.9999,189483.9999,30033.00001
La Paz2,SOUTH AMERICA,5.999999999,5.999999999,-33.45555556,-67.54861111,186,4831.999992,4645.999992
La Paz3,SOUTH AMERICA,220,220,-16.50227273,-68.16193182,1489654,1735673,246018.9998
La Plata,SOUTH AMERICA,488.8379513,488.8379513,-34.88617263,-58.05420834,698883.9235,968862.0469,269978.1234
La Rioja,SOUTH AMERICA,63,63,-29.40410053,-66.8521164,90276.99997,190711.9999,100435
La Rochelle,EUROPE,96.99999993,97.99999996,46.16722222,-1.13974359,96005.9999,58420.99992,-37584.99998
La Romana,SOUTH AMERICA,40.99999998,40.99999999,18.43821138,-68.98455285,120374,220865.9999,100491.9999
La Ronge,NORTH AMERICA,16.99925233,16.99925233,55.11274614,-105.2926463,225.9891358,3834.845672,3608.856536
La Sarre,NORTH AMERICA,14,14,48.80416667,-79.20654762,2094.999996,6085.999995,3990.999999
La Scie,NORTH AMERICA,4.000000001,4.000000001,49.96666667,-55.60416667,26.99999993,785.9999963,758.9999964
La Serena,SOUTH AMERICA,42,42,-29.92460317,-71.25436508,174644.9999,183260.9999,8615.999963
La Union,SOUTH AMERICA,17,17,-40.29117647,-73.07990196,7845.999991,18777.99999,10932
La Vega,SOUTH AMERICA,93.99999999,93.99999999,19.25310284,-70.51631206,157442.9999,166818.9999,9376.000028
La Victoria,SOUTH AMERICA,3.000000001,3.000000001,-22.28333333,-57.94166667,27.99999998,3251.999995,3223.999995
Laayoune,AFRICA,28,28,27.15029762,-13.19880952,4509.999998,259265.9996,254755.9996
Labe,AFRICA,39.00000001,39.00000001,11.325,-12.28162393,7647.999996,130646,122998
Labinsk,EUROPE,54,54,44.63935185,40.72484568,58899.99995,56844.99995,-2055.000009
Labrador City,NORTH AMERICA,11,11,52.94393939,-66.91893939,31378,5775.999992,-25602
Labutta,ASIA,1,1,16.175,94.7,1288.999984,356.0000005,-932.9999832
Lac La Biche,NORTH AMERICA,6.999999999,6.999999999,54.77142857,-111.977381,196.9999994,2102.999994,1905.999995
Ladysmith,AFRICA,37.99999999,37.99999999,-28.55394737,29.78114035,41815.99997,53213.99995,11397.99999
Lae,MELANESIA,67.99999997,67.99999997,-6.697181373,146.9968137,143439.9999,138901.9998,-4538.000109
Lafayette1,NORTH AMERICA,235,235,30.20361702,-92.03542553,135950,180052.9999,44102.99998
Lafayette2,NORTH AMERICA,148,148,40.42088964,-86.88997748,108223,142304.9999,34081.99998
Lafia,AFRICA,93,93,8.432168459,8.544713262,39474.99985,120305,80830.00012
Laghouat,AFRICA,28.99999999,28.99999999,33.80689655,2.867241379,59961.99992,173469.9998,113507.9999
Lagos,AFRICA,1591.147839,1593.147839,6.610896945,3.203709517,7055133.152,18503563.15,11448430
Lagos de Moreno,NORTH AMERICA,52,52,21.36971154,-101.918109,75887.99997,116894.9999,41006.99997
Laguna,SOUTH AMERICA,16,15.99999998,-28.47239583,-48.78645833,9159.999991,25508.99994,16348.99995
Lahad Datu,MALAY ARCHIPELAGO,21.99999999,28.99999998,5.037091503,118.3199346,3368.99999,87443.9998,84074.99981
Lahat,MALAY ARCHIPELAGO,17,17,-3.779901961,103.5446078,7970.999995,42284.99997,34313.99998
Lahij,ASIA,47,47,13.06861702,44.87624113,192507.9996,42430.99993,-150076.9997
Lahore,ASIA,33836.57851,33836.57851,31.49500413,73.68702835,25151882.66,36175784.84,11023902.18
Lahti,EUROPE,210,210,60.99289683,25.64353175,139390.9999,87166.99994,-52223.99998
Laiwu,ASIA,2976.859976,2976.859976,36.10444967,117.479869,2849930.898,2867445.447,17514.5493
Laiyang,ASIA,411,411,36.97151257,120.6858881,533703.9998,430191.9996,-103512.0002
Lajes,SOUTH AMERICA,72,72,-27.8056713,-50.32627315,111156.9999,143415.9999,32258.99999
Lake Charles,NORTH AMERICA,117,117,30.20306268,-93.21944444,78404.99997,87647.99998,9243.000002
Lake City,NORTH AMERICA,52,52,30.19294872,-82.64919872,20235.99999,23718.99998,3482.999994
Lake Havasu City,NORTH AMERICA,102,102,34.49101307,-114.3119281,40978.99999,52996.99998,12018
Lake Louise,NORTH AMERICA,5.999999999,5.999999999,51.42777778,-116.1805556,200.9999994,163.9999995,-36.99999986
Lakeville,NORTH AMERICA,443.3982758,443.3982758,44.74251015,-93.278279,224730.5241,269816.927,45086.4029
Lalitpur,ASIA,454.3155901,454.3155901,27.64572272,85.44865796,916810.4926,1065537.488,148726.9953
Lamar,NORTH AMERICA,13,13,38.08782051,-102.6237179,6286.999994,6937.999994,650.9999996
Lamas,SOUTH AMERICA,5.000000002,5.000000002,-6.415,-76.52,16,7572.99999,7556.99999
Lambarene,AFRICA,24,24,-0.693402778,10.22013889,219.9999999,47796.9999,47576.9999
Lampang,ASIA,116,116,18.30854885,99.49619253,227444.9994,164272.9998,-63171.99956
Lamu,AFRICA,1.000000002,1.000000002,-2.275,40.9,238.9999982,3919.000005,3680.000007
Lancaster1,NORTH AMERICA,252,252,34.63713624,-118.140873,227845,279458.9999,51613.99989
Lancaster2,NORTH AMERICA,71,71,39.73075117,-82.60739437,41000.99997,40872.99996,-128.0000059
Lancaster3,NORTH AMERICA,294,294,40.05547052,-76.33188776,170837.9999,227081.9999,56243.99995
Lander,NORTH AMERICA,15,15,42.83777778,-108.74,6321.999997,7507.999997,1185.999999
Langfang,ASIA,503.313977,503.313977,39.57564611,116.6977385,464552.7524,681553.4313,217000.6789
Langzhong,ASIA,7537.747223,7537.747223,31.54798753,106.2270962,4195945.506,3838937.189,-357008.3161
Lankaran,ASIA,40.00000001,40.00000001,38.774375,48.826875,131700.9998,58673.99993,-73026.99986
Lansdowne House,NORTH AMERICA,1,1,52.225,-87.89166667,0,0,0
Lansing,NORTH AMERICA,385,385,42.72251082,-84.53415584,260843.9999,288750.9999,27906.99999
Lanxi,ASIA,68,68,46.24595588,126.276348,123765.9997,90164.9998,-33600.99992
Lanzhou,ASIA,352,352,36.08255208,103.7611032,1701381,2558201.999,856820.9998
Lao Chi,ASIA,20,20,22.49541667,103.9666667,48932.99984,66887.99986,17955.00002
Laoag,MALAY ARCHIPELAGO,205,205,18.12410569,120.5539837,156904.9995,189469.9997,32565.00018
Lapa,SOUTH AMERICA,13,13,-25.75897436,-49.72307692,34397.99999,23680.99997,-10717.00001
Lappeenranta,EUROPE,116,116,61.06206897,28.2,53754.99993,22626.99998,-31127.99996
Larache,AFRICA,20.99999999,20.99999999,35.18531746,-6.151190476,96591.9999,122492.9999,25901
Laramie,NORTH AMERICA,29,29,41.3183908,-105.579023,21207.99999,26022.99999,4814.999999
Laredo,NORTH AMERICA,166.1959664,166.1959664,27.52279774,-99.49141756,360528.9472,452011.2683,91482.32105
Larissa,EUROPE,71.99999999,71.99999999,39.6369213,22.43055556,133394.9998,140712.9998,7317.999996
Larkana,ASIA,4415.188301,4415.188301,27.34632278,67.99872373,2230538.542,2104129.085,-126409.4575
Las Cruces,NORTH AMERICA,138,138,32.32445652,-106.7803744,93436.99999,108515,15077.99997
Las Heras,SOUTH AMERICA,103.8035626,103.8035626,-32.83891351,-68.76183273,69446.4433,70134.93318,688.4898836
Las Lajas,SOUTH AMERICA,3.000000001,3.000000001,-38.51944444,-70.36944444,51.99999995,2293.999994,2241.999994
Las Lomitas,SOUTH AMERICA,10,10,-24.70583333,-60.59333333,6114.999991,9067.999991,2953
Las Palmas,AFRICA,63.99999999,63.99999999,28.11119792,-15.44726563,386395.9993,434142.9993,47747.00007
Las Tablas,SOUTH AMERICA,7.000000001,7.000000001,7.775,-80.27619048,3799.999989,6922.999989,3123
Las Tunas,NORTH AMERICA,37,37,20.96846847,-76.95810811,117211,127384.9999,10173.99996
Las Vegas1,NORTH AMERICA,24,24,35.60590278,-105.2302083,17339.99998,15141.99998,-2197.999998
Las Vegas2,NORTH AMERICA,1232,1232,36.14285714,-115.1655235,1252834,1949551,696716.9998
Lascano,SOUTH AMERICA,4.999999998,4.999999998,-33.67333333,-54.21166667,743.999996,3060.99999,2316.999994
Latacunga,SOUTH AMERICA,38,38,-0.918201754,-78.62302632,44782.99994,74335.99992,29552.99998
Latur,ASIA,145,145,18.41563218,76.57143678,319446.9999,499487.9998,180041
Launceston,AUSTRALIA,102,102,-41.43308824,147.1418301,78193.99998,72388.99993,-5805.000055
Laurel,NORTH AMERICA,48,48,31.70416667,-89.14756944,20354.99998,24111.99998,3757.000001
Lausanne,EUROPE,124.9999999,124.9999999,46.53773333,6.5942,288614.9998,233292.9998,-55321.99996
Lautoka,MELANESIA,25.99999999,26.99999999,-17.62311321,177.4455975,44774.9999,69456.99986,24681.99995
Lavras,SOUTH AMERICA,46,46,-21.23460145,-45.00887681,22656,95962.99995,73306.99995
Lavrentiya,ASIA,1,1,65.59166667,-171.0166667,3.000000056,887.999997,884.999997
Lawrence,NORTH AMERICA,95,95,38.96175439,-95.26315789,71859.99998,86548.99997,14688.99999
Lawton,NORTH AMERICA,108,108,34.6242284,-98.43101852,75009.99995,74728.99996,-280.9999897
Lazaro Cardenas,NORTH AMERICA,80.99999999,80.99999997,17.97345679,-102.2069959,119854,160898,41043.99997
Le Havre,EUROPE,233.9999999,235.9999999,49.5108156,0.181719858,322669,209816.9999,-112852.0001
Le Mans,EUROPE,124,124,47.99133065,0.187903226,210324.9999,119497.9999,-90826.99995
Lead,NORTH AMERICA,6.999999999,6.999999999,44.3547619,-103.772619,2195.999993,2221.999995,26.00000174
Lebowakgomo,AFRICA,2.000000001,2.000000001,-24.19166667,29.50416667,104.9999997,609.9999988,504.9999991
Lebu,SOUTH AMERICA,9,9,-37.60277778,-73.65462963,376.0000008,17632.99997,17256.99997
Lecce,EUROPE,127,127,40.36371391,18.15229659,185916.9999,117412.9999,-68504.00004
Leeds,EUROPE,574.0344165,574.0344165,53.76468617,-1.555219138,952892.376,860333.7299,-92558.64617
Leesburg,NORTH AMERICA,80,80,28.84958333,-81.89697917,34254.99997,39119.99997,4864.999995
Leeton,AUSTRALIA,8,8,-34.55104167,146.3927083,3085.999983,3506.999985,421.0000021
Leeuwarden,EUROPE,78,78,53.21623932,5.794444444,117202.9999,89520.99995,-27681.99999
Legazpi,MALAY ARCHIPELAGO,123,123,13.18150407,123.7229675,285547.9988,331906.999,46359.00021
Legnica,EUROPE,91,91,51.20805861,16.1746337,107375,99833.99995,-7541.000041
Leicester,EUROPE,381,381,52.64704724,-1.141251094,478565.9998,582784.9997,104219
Leipzig,EUROPE,393,393,51.34151824,12.37408821,366901.9999,510048.9998,143146.9999
Lemosos,ASIA,91.99999996,91.99999996,34.69474638,33.02273551,147668,174794.9999,27126.99995
Lenger,ASIA,42,42,42.20079365,69.83115079,3109.999993,30903.99993,27793.99994
Leninogorsk,EUROPE,48.99999999,48.99999999,54.60544218,52.44914966,61859,30697.99997,-31161.00003
Leninsk Kuznetsky,ASIA,88.00000001,88.00000001,54.67054924,86.18219697,103057.9999,93048.99993,-10008.99999
Lensk,ASIA,26,26,60.74583333,114.9442308,108479.9998,3522.000009,-104957.9997
