City,Region,tif_count,Latitude,Longitude,Elevation
Lincoln2,SOUTH AMERICA,19,-34.85964912,-61.53289474,90.617
Linden,SOUTH AMERICA,17,6.012745098,-58.27696078,55.54560003
Lindi,AFRICA,8.000000008,-9.997916667,39.70416667,201.8234252
Linfen,ASIA,1471.875084,36.1462489,111.5607581,1006.679496
Linhai,ASIA,102,28.8870098,121.1706699,55.261
Linhares,SOUTH AMERICA,40.99999999,-19.36585366,-40.06402439,220.089
Linjiang,ASIA,30.99999999,41.81344086,126.9053763,704.175
Linkoping,EUROPE,222,58.41741742,15.61452703,108.392
Linkou,ASIA,40,45.28625,130.25875,360.409
Linqing,ASIA,5024.226829,36.78755437,115.5816456,38.42398712
Linxi,ASIA,1.000000003,43.525,118.0416667,833.718
Linxia,ASIA,349,35.59859121,103.1572111,2413.146971
Linyi,ASIA,27958.66656,34.88511209,117.940915,82.77984271
Linz,EUROPE,363,48.24641873,14.20589991,555.9097961
Lipetsk,EUROPE,263,52.61029785,39.59470849,150.841
Lira,AFRICA,168,2.216121032,32.93779762,1057.550042
Lisala,AFRICA,27,2.172222222,21.50185185,413.559
Lisbon,EUROPE,758,38.7878518,-9.237258135,23.36003839
Lisburn,EUROPE,25,54.51742937,-6.754666667,112.012
Lishui,ASIA,38,28.46008772,119.9212719,490.522
Lismore,AUSTRALIA,34,-28.81102941,153.289951,94.299
Lithgow,AUSTRALIA,19,-33.47631579,150.1473684,467.079
Little Current,NORTH AMERICA,4.000000001,45.98125,-81.93125,182.203
Little Rock,NORTH AMERICA,386,34.76077288,-92.31349309,117.347
Liuhe,ASIA,44,42.27670455,125.7297348,413.025
Liuzhou,ASIA,271,24.32170972,109.374016,215.593
Liverpool1,NORTH AMERICA,6.999999997,44.03928571,-64.72380952,96.751
Liverpool2,EUROPE,1055.02141,53.44642462,-2.785294803,108.42152
Livingston,NORTH AMERICA,3,15.82777778,-88.76111111,339.303
Livingstone,AFRICA,41,-17.85,25.85813008,1016.541
Livny,EUROPE,44.00000001,52.42537879,37.58731061,207.967
Livorno,EUROPE,103.8870637,43.56097732,10.32969406,114.005
Ljubljana,EUROPE,243,46.09612483,14.53686557,792.933
Lobamba,AFRICA,23,-26.42608696,31.19782609,597.85
Lobatse,AFRICA,28,-25.21041667,25.67767857,1266.544
Lobito,AFRICA,18,-12.35833333,13.55787037,271.507
Lobos,SOUTH AMERICA,21,-35.17063492,-59.09404762,35.791
Lodwar,AFRICA,27,3.12654321,35.61234568,584.114
Lodz,EUROPE,574,51.76486643,19.43623693,193.455
Loei,ASIA,20,17.47333333,101.7254167,488.904
Logan,NORTH AMERICA,88,41.73607955,-111.8325758,2016.384
Logrono,EUROPE,63,42.46335979,-2.442857143,811.25
Loja,SOUTH AMERICA,53,-3.979874214,-79.22091195,1796.981363
Lokoja,AFRICA,11,7.813636364,6.737121212,218.715
Lome,AFRICA,428,6.160533489,1.185066199,53.83243341
Lomza,EUROPE,54,53.17716049,22.06280864,132.737
Loncoche,SOUTH AMERICA,8,-39.36145833,-72.63958333,329.17
London1,NORTH AMERICA,317,42.98924816,-81.25260252,225.6109255
London2,EUROPE,5960,51.49631012,-0.217372763,78.84465235
Londonderry,EUROPE,73,55.01027397,-7.32283105,61.24001514
Londrina,SOUTH AMERICA,243,-23.29269547,-51.17544582,573.122
Long Beach,NORTH AMERICA,958.8179776,33.81482349,-118.1738557,27.70678001
Long Xuyen,ASIA,709.1815474,10.34955476,105.3697908,3.364
Longjiang,ASIA,36,47.3400463,123.1819444,179.74
Longreach,AUSTRALIA,6.000000003,-23.4375,144.25,228.09
Longview1,NORTH AMERICA,136,32.51341912,-94.75980392,102.551
Longview2,NORTH AMERICA,102,46.15302288,-122.9451797,434.6660931
Longxi,ASIA,324,35.04158951,104.4939815,2214.046962
Longyan,ASIA,101,25.08762376,117.0084983,634.821693
Lop Buri,ASIA,96,14.81432292,100.6506944,18.782
Lorca,EUROPE,29,37.67844828,-1.705172414,245.842
Loreto,NORTH AMERICA,3.000000001,26.01111111,-111.3527778,143.992
Lorica,SOUTH AMERICA,24,9.240625,-75.809375,83.722
Lorient,EUROPE,115,47.75282609,-3.388695652,18.654
Los Alamos,NORTH AMERICA,27,35.89382716,-106.3055556,1983.793
Los Andes,SOUTH AMERICA,18,-32.83240741,-70.6037037,2408.343
Los Angeles1,NORTH AMERICA,8152,33.97517378,-117.9760836,489.1310293
Los Angeles2,SOUTH AMERICA,53,-37.46226415,-72.34150943,239.581
Los Blancos,SOUTH AMERICA,3.000000003,-23.60555556,-62.59722222,210.778
Los Lagos,SOUTH AMERICA,12,-39.85833333,-72.81527778,329.17
Los Mochis,NORTH AMERICA,126,25.80720899,-108.9975529,19.80746031
Los Teques,SOUTH AMERICA,46.69811519,10.45220535,-67.00116787,358.9213198
Lota,SOUTH AMERICA,14,-37.08690476,-73.1577381,178.48
Louangphrabang,ASIA,38,19.88618421,102.1285088,950.873
Loubomo,AFRICA,28,-4.1875,12.66309524,237.013
Louga,AFRICA,22,15.62386364,-16.225,25.15
Louisville,NORTH AMERICA,1101,38.2240766,-85.70186194,215.54
Lowell,NORTH AMERICA,1158.827086,42.65358161,-71.25875186,128.062
Luan,ASIA,1199.675656,31.85086324,116.6023646,159.7116463
Luanda,AFRICA,280,-8.847797619,13.2783631,94.22
Luanshya,AFRICA,39,-13.13076923,28.40192308,1245.202
Luau,AFRICA,3.000000002,-10.70277778,22.22222222,1048.277
Lubango,AFRICA,44.99999999,-14.91018519,13.49981481,1089.335
Lubao,AFRICA,6.000000001,-5.384722222,25.74583333,637.22
Lubbock,NORTH AMERICA,240,33.56659722,-101.8836111,902.01
Lubeck,EUROPE,248,53.88356855,10.69495968,39.619
Lublin,EUROPE,214,51.25070093,22.55739875,174.476
Lubumbashi,AFRICA,133,-11.66829574,27.48139098,1248.224
Lubutu,AFRICA,1,-0.733333333,26.575,570.891
Lucapa,AFRICA,7.000000002,-8.41547619,20.73571429,936.572
Lucknow,ASIA,40220.57732,27.29319974,81.15889621,153.2086445
Ludhiana,ASIA,16377.57309,30.72659412,75.97420877,304.0839342
Luebo,AFRICA,2.000000001,-5.341666667,21.4125,555.441
Luena,AFRICA,20,-11.78083333,19.90041667,1353.094
Lufkin,NORTH AMERICA,87,31.33572797,-94.73218391,95.529
Luga,EUROPE,27,58.74567901,29.83919753,80.887
Lugano,EUROPE,91.99999999,45.99891304,8.909692029,1048.619006
Luganville,MELANESIA,8,-15.50625,167.178125,40.081
Luhansk,EUROPE,155,48.56317204,39.31349462,141.412
Lujan,SOUTH AMERICA,38,-34.56184211,-59.1120614,39.751
Lulea,EUROPE,140,65.59214286,22.17392857,11.409
Luleburgaz,EUROPE,21,41.40992063,27.35714286,205.752
Lumberton,NORTH AMERICA,54,34.63503086,-79.02160494,28.10933333
Lundazi,AFRICA,4.999999998,-12.28833333,33.16833333,1174.458
Luohe,ASIA,5480.741014,33.44577579,114.0324796,84.08344207
Luoyang,ASIA,7826.836115,34.54508969,112.4394656,370.6854682
Lupanshui,ASIA,391,26.51040068,105.0066709,1748.690547
Lusaka,AFRICA,222,-15.39977477,28.30442943,1056.498
Lusambo,AFRICA,6.000000002,-4.970833333,23.44166667,533.174
Lusanga,AFRICA,3,-5.575,16.50833333,650.775
Luton,EUROPE,146,51.89332192,-0.451655251,87.853
Lutselke,NORTH AMERICA,1.000000001,62.40833333,-110.7416667,249.601
Lutsk,EUROPE,98.00000001,50.74770408,25.3332483,223.463
Luwuk,MALAY ARCHIPELAGO,14,-0.950595238,122.7886905,102.64
Luxembourg,EUROPE,107,49.625,6.121105919,291.536
Luxor,AFRICA,213,25.66521909,32.61517997,270.807
Luzern,EUROPE,107,47.06433022,8.297897196,649.17
Luzhou,ASIA,7897.403793,28.94277851,105.4843712,496.8722464
Lvov,EUROPE,266,49.84627193,23.99141604,333.3810376
Lynchburg,NORTH AMERICA,227,37.39262115,-79.20488253,399.8
Lyon,EUROPE,1093,45.75528362,4.83568161,525.2418916
Lysychansk,EUROPE,97,48.91718213,38.41589347,181.902
LÌùderitz,AFRICA,5.999999998,-26.64305556,15.15694444,458.638
Maanshan,ASIA,288.7138752,31.67067594,118.5209345,21.733
Mabaruma,SOUTH AMERICA,8.000000001,8.205208333,-59.79166667,4.092
Macae,SOUTH AMERICA,35,-22.36547619,-41.78547619,15.734
Macapa,SOUTH AMERICA,61.00000001,0.054781421,-51.07540984,77.03170491
Macara,SOUTH AMERICA,6.000000001,-4.377777778,-79.94722222,1906.035
Macas,SOUTH AMERICA,4,-2.297916667,-78.12291667,2455.907
Macau,ASIA,307.2112364,22.29798408,113.4593251,18.424
Maceio,SOUTH AMERICA,360,-9.544837963,-35.81384259,48.23621667
Macenta,AFRICA,19,8.547807018,-9.477631579,625.684
Machakos,AFRICA,20.00000001,-1.510416667,37.26083333,1309.432
Machala,SOUTH AMERICA,41,-3.254674797,-79.96361789,1613.186792
Macheng,ASIA,4810.869045,30.64254552,115.1627441,154.3210931
Machilipatnam,ASIA,1198.819054,16.30507273,81.10884437,18.93361975
Machiques,SOUTH AMERICA,24,10.0625,-72.55381944,636.006
Macia,AFRICA,7,-25.02142857,33.10238095,7.64
Mackay,AUSTRALIA,53.00000001,-21.12877358,149.1688679,54.729
Macon,NORTH AMERICA,208,32.85244391,-83.67059295,115.658
Madang,MELANESIA,24,-5.218055556,145.7857639,647.223
Madaoua,AFRICA,6,14.07777778,5.952777778,385.73
Madinat ath Thawrah,ASIA,30,35.83972222,38.54166667,416.726
Madison,NORTH AMERICA,368,43.078125,-89.40362319,280.4174293
Madisonville,NORTH AMERICA,51,37.3369281,-87.49901961,134.909
Madiun,MALAY ARCHIPELAGO,3962.296442,-7.64102208,111.4663169,254.5888656
Madrid,EUROPE,1054,40.42966477,-3.753565781,797.4728378
Madurai,ASIA,15439.50726,10.46399431,78.8124015,154.6490717
Mae Sot,ASIA,39,16.72371795,98.55769231,445.402
Maebashi,ASIA,673,36.34914562,139.0784918,551.7554578
Mafetang,AFRICA,46,-29.80815217,27.22952899,1760.257
Magadan,ASIA,48,59.57118056,150.8048611,115.452
Magangue,SOUTH AMERICA,36,9.267592593,-74.78240741,58.232
Magdagachi,ASIA,25,53.461,125.8033333,361.657
Magdalena,SOUTH AMERICA,5,-13.255,-64.05666667,140.975
Magdeburg,EUROPE,222,52.13607357,11.62743994,60.367
Magelang,MALAY ARCHIPELAGO,1457.509664,-7.404045751,110.1205549,330.8856378
Magnitogorsk,EUROPE,89.00000001,53.42883895,58.96638577,567.9042697
Magway,ASIA,45.99999998,20.16956522,94.95072464,286.7291957
Mahabad,ASIA,23,36.76376812,45.72173913,1607.868
Mahajanga,AFRICA,6.999999998,-15.65714286,46.34285714,24.306
Mahalapye,AFRICA,39,-23.10235043,26.81517094,984.943
Mahilyow,EUROPE,145,53.90103448,30.33017241,157.715
Maiduguri,AFRICA,182,11.79107143,13.22481685,346.464
Maintirano,AFRICA,3.999999996,-18.05416667,44.02083333,175.452
Maiquetia,SOUTH AMERICA,76.50283384,10.60649778,-66.96215305,342.2623765
Maitland,AUSTRALIA,23.00000001,-32.7192029,151.5278986,227.551
Maizaru,ASIA,17,35.44460784,135.3264706,172.615
Majene,MALAY ARCHIPELAGO,319,-3.426880878,119.0946447,340.3933636
Majuro,MICRONESIA,3,7.108333333,171.3666667,0.026
Makale,MALAY ARCHIPELAGO,7.000000005,-3.096428571,119.8464286,454.26
Makarov,ASIA,7,48.63333333,142.777381,163.013
Makeni,AFRICA,19,8.890350877,-12.04692982,53.672
Makhachkala,EUROPE,174.752294,42.98005125,47.45584712,639.0644845
Makhambet,EUROPE,2.999999999,47.67777778,51.58611111,-23.244
Makinsk,ASIA,27,52.63796296,70.41049383,370.3
Makiyivka,EUROPE,219.3114551,48.05787021,37.9820973,164.2478271
Makkah,ASIA,266,21.43132832,39.84705514,177.51
Makokou,AFRICA,10,0.5675,12.84666667,496.676
Makoua,AFRICA,15,-0.001666667,15.61888889,377.88246
Makurdi,AFRICA,126,7.748544974,8.560185185,123.35
Malabo,AFRICA,1.000000001,3.358333333,8.658333333,102.299
Malacca,ASIA,370,2.268265766,102.2497523,84.124
Maladzyechna,EUROPE,52,54.3161859,26.84567308,180.341
Malaga,EUROPE,108,36.72314815,-4.445216049,177.026
Malakal,AFRICA,22,9.536363636,31.65568182,401.565
Malang,MALAY ARCHIPELAGO,5902.729936,-7.979031461,112.2092432,201.702204
Malanje,AFRICA,43,-9.538372093,16.34341085,1110.377
Malargue,SOUTH AMERICA,16,-35.47083333,-69.58958333,1740.918
Malatya,ASIA,147,38.34773243,38.27256236,1246.502
Maldonado,SOUTH AMERICA,43.79864499,-34.90474512,-54.95236322,81.385
Male,ASIA,4,4.179166667,73.50416667,0.008
Malegaon,ASIA,482,20.55975104,74.3644018,520.416
Malindi,AFRICA,36.00000001,-3.196990741,40.09305556,1.541
Mallawi,AFRICA,431.4789848,27.63061513,30.80960004,134.789
Malmo,EUROPE,242,55.60354683,13.03502066,33.93252065
Mamou,AFRICA,19,10.37192982,-12.09429825,516.602
Man,AFRICA,41,7.416666667,-7.55,419.302
Manacapuru,SOUTH AMERICA,11,-3.288636364,-60.6280303,31.814
Manado,MALAY ARCHIPELAGO,71.99999999,1.47650463,124.8417824,108.422
Managua,NORTH AMERICA,157,12.13752654,-86.267569,207.823
Manama,ASIA,232,26.1689296,50.53836207,1.696
Mananjary,AFRICA,4.000000002,-21.22291667,48.34375,11.463
Manaus,SOUTH AMERICA,288,-3.061197917,-59.99956597,33.33995381
Manbij,ASIA,38,36.53223684,37.95087719,497.222
Manchester1,NORTH AMERICA,312.9543042,42.93574294,-71.47938925,163.376277
Manchester2,EUROPE,2052.973803,53.52240572,-2.298763038,109.99
Mandalay,ASIA,170,21.95642157,96.09362745,671.0061794
Mandalgovi,ASIA,4.999999998,45.76833333,106.27,1327.961
Mandali,ASIA,1.999999998,33.75,45.54583333,134.931
Mandera,AFRICA,15,3.938333333,41.85555556,425.445
Mandritsara,AFRICA,4,-15.8375,48.82083333,396.265
Mandurah,AUSTRALIA,19,-32.52719298,115.7368421,10.745
Mandya,ASIA,149,12.54010067,76.8852349,790.82
Mangai,AFRICA,4.000000001,-4.045833333,19.52916667,462.976
Mangalore,ASIA,275.9999999,12.96944444,74.83867754,16.79034891
Mango,AFRICA,20,10.36,0.455416667,183.303
Mangochi,AFRICA,184,-14.52740036,35.21082428,700.928
Manhattan,NORTH AMERICA,62,39.19892473,-96.59341398,381.203
Manicore,SOUTH AMERICA,7.999999997,-5.810416667,-61.29791667,56.562
Manila,MALAY ARCHIPELAGO,10719,15.32331841,120.7650403,208.1636569
Manisa,ASIA,136,38.64754902,27.4091299,298.865
Manizales,SOUTH AMERICA,64,5.073046875,-75.50117188,1807.415
Manja,AFRICA,1.999999998,-21.42916667,44.325,265.433
Manjimup,AUSTRALIA,9,-34.24074074,116.1361111,177.191
Mankato,NORTH AMERICA,70,44.17190476,-94.00845238,308.5003214
Mannheim,EUROPE,940,49.45070035,8.538333333,186.075
Manokwari,MELANESIA,18,-0.85787037,134.0643519,1.506
Manono,AFRICA,18,-7.28287037,27.45231481,710.693
Manpo,ASIA,67.00000001,41.14962687,126.2460199,704.175
Mansa,AFRICA,8.000000003,-11.19791667,28.8875,1167.566
Mansehra,ASIA,883.1822173,34.36248522,73.21447148,2174.169272
Mansfield,NORTH AMERICA,137,40.76374696,-82.53156934,331.984
Manta,SOUTH AMERICA,54,-0.96867284,-80.71280864,82.5655815
Manukau,POLYNESIA,247.4857073,-36.96822311,174.8798316,30.95236819
Manyoni,AFRICA,1.000000001,-5.783333333,34.9,1314.903
Manzanillo1,NORTH AMERICA,26,19.07403846,-104.2980769,638.589
Manzanillo2,NORTH AMERICA,24,20.34131944,-77.12638889,24.027
Manzhouli,ASIA,32,49.58723958,117.4484375,673.639
Mao,AFRICA,12,14.12361111,15.30486111,333.919
Maoming,ASIA,2813.656365,21.76286183,110.9456984,58.65942765
Mapai,AFRICA,1,-22.84166667,31.96666667,333.339
Maputo,AFRICA,406,-25.877422,32.52896141,77.205
Maqat,ASIA,8.000000002,47.65208333,53.33020833,-19.146
Mar de Ajo,SOUTH AMERICA,38,-36.70811404,-56.68837719,0.391
Mar del Plata,SOUTH AMERICA,280,-37.9971131,-57.59505952,11.41257482
Maraba,SOUTH AMERICA,25,-5.343333333,-49.11733333,150.627706
Maracaibo,SOUTH AMERICA,334,10.64179142,-71.6628992,32.195
Maracaju,SOUTH AMERICA,14,-21.61607143,-55.16547619,441.601
Maradi,AFRICA,72.99999999,13.50890411,7.113127854,419.555
Maragheh,ASIA,40,37.395625,46.243125,1912.845
Marbella,EUROPE,129,36.50329457,-4.909431525,194.6402558
Mardan,ASIA,4352.913438,34.212271,72.10727932,962.8491087
Mardin,ASIA,23,37.32137681,40.72826087,727.341
Maria Elena,SOUTH AMERICA,3.999999999,-22.3375,-69.67083333,1656.362
Maribor,EUROPE,96.99999999,46.53737113,15.64072165,454.261
Maridi,AFRICA,3.000000002,4.919444444,29.46388889,784.537
Mariental,AFRICA,12,-24.62430556,17.96736111,1242.142
Marietta,NORTH AMERICA,1741.980086,33.96362894,-84.59421394,329.5345723
Mariinsk,ASIA,54.00000001,56.22345679,87.74012346,156.548
Marilia,SOUTH AMERICA,134,-22.20883085,-49.94968905,550.2609403
Marinette,NORTH AMERICA,44,45.10776515,-87.62916667,226.448
Maringa,SOUTH AMERICA,165,-23.42116162,-51.92621212,568.8791818
Marion,NORTH AMERICA,55,40.55393939,-85.67272727,266.923
Mariupol,EUROPE,213,47.12198748,37.56533646,137.019
Markala,AFRICA,13,13.68653846,-6.075641026,296.585
Maroantsetra,AFRICA,13,-15.42564103,49.73461538,570.958
Maroua,AFRICA,58,10.60560345,14.3237069,396.257
Marovoay,AFRICA,5,-16.09833333,46.64,97.69
Marquette,NORTH AMERICA,34,46.55392157,-87.41715686,303.575
Marrakesh,AFRICA,280,31.64955357,-7.993601191,1024.355759
Marrupa,AFRICA,13,-13.18653846,37.49871795,633.765
Marsabit,AFRICA,14,2.3375,38,539.4745001
Marsala,EUROPE,28,37.79880952,12.45446429,35.659
Marseille,EUROPE,578,43.36444637,5.38995098,255.694
Martapura,MALAY ARCHIPELAGO,158.4807236,-3.423552112,114.8011315,17.689
Mary,ASIA,126,37.60992063,61.84451058,212.187
Mary borough,AUSTRALIA,25,-25.53,152.694,78.806
Maryborough,AUSTRALIA,14,-37.04285714,143.7345238,327.38
Marzuq,AFRICA,30.00000001,25.93111111,13.90333333,563.165
Masaka,AFRICA,1368,-0.277089425,31.71035575,1231.693277
Masan,ASIA,229,35.21109898,128.6366812,176.456
Masasi,AFRICA,18,-10.72916667,38.80324074,379.726
Mascara,AFRICA,52,35.3963141,0.127884615,439.454
Maseru,AFRICA,188,-29.34605496,27.53253546,1760.257
Mashhad,ASIA,312,36.31746795,59.57732372,1483.803
Masindi-Port,AFRICA,3.999999999,1.708333333,32.0625,1060.121
Masjed Soleyman,ASIA,46,31.95543478,49.28605072,427.9828899
Mason City,NORTH AMERICA,45,43.15148148,-93.21148148,364.063
Massawa,AFRICA,23,15.61884058,39.45,399.807
Masterton,POLYNESIA,25,-40.947,175.6476667,218.963
Masvingo,AFRICA,21,-20.06309524,30.82103175,857.423
Matadi,AFRICA,12,-5.827083333,13.51527778,304.888
Matagalpa,NORTH AMERICA,19,12.93289474,-85.925,372.489
Matagami,NORTH AMERICA,5.000000002,49.76333333,-77.63166667,282.509
Matamoros,NORTH AMERICA,267,25.90305868,-97.4911985,6.125
Matanzas,NORTH AMERICA,49,23.04965986,-81.56666667,7.534
Matara,ASIA,1050.307921,6.106449115,80.3165526,275.9725743
Mataram,MALAY ARCHIPELAGO,194.9710819,-8.61308833,116.1253568,179.642
Mataro,EUROPE,100.0407653,41.52784186,2.379882249,174.526
Matehuala,NORTH AMERICA,35,23.65904762,-100.6454762,1774.315
Mathura,ASIA,2131.21486,27.68517586,77.53856779,186.7064824
Mato Grosso,SOUTH AMERICA,2,-15,-59.95416667,370.9101996
Matola,AFRICA,163.912793,-25.88500399,32.46783293,77.205
Matruh,AFRICA,41,31.34878049,27.23638211,30.163
Matsue,ASIA,81,35.45915638,133.0805556,214.153
Matsumoto,ASIA,131,36.19287532,137.9601781,921.6800763
Matsuyama,ASIA,263,33.82671103,132.7671103,190.207
Maturin,SOUTH AMERICA,92.00000001,9.758333333,-63.18387681,160.666
Maues,SOUTH AMERICA,9.000000002,-3.386111111,-57.71759259,40.995
Maumere,MALAY ARCHIPELAGO,102,-8.636601307,122.2104575,74.789
Maun,AFRICA,23,-19.99021739,23.41702899,952.1713435
Mawlamyine,ASIA,49.99999999,16.48833333,97.6475,14.65
Maxixe,AFRICA,154,-23.9120671,35.29978355,36.44926558
May Pen,SOUTH AMERICA,107,17.96503115,-77.26401869,25.09044392
Mayaguez,SOUTH AMERICA,438.4631074,18.34008143,-67.13979598,11.228
Maykop,EUROPE,92,44.60932971,40.10009058,480.799
Mazabuka,AFRICA,15,-15.85222222,27.75055556,1029.907
Mazar-e Sharif,ASIA,521,36.72471209,66.90678183,773.1750364
Mazatenango,NORTH AMERICA,16,14.5359375,-91.50989583,842.528
Mazatlan,NORTH AMERICA,87.99999999,23.25767045,-106.4145833,174.34
Mazyr,EUROPE,43,52.04534884,29.2255814,136.814
Mbabane,AFRICA,37,-26.31126126,31.12567568,597.85
Mbaiki,AFRICA,3.999999997,3.872916667,17.98541667,479.462
Mbala,AFRICA,8.999999999,-8.839814815,31.36481481,1573.316
Mbale,AFRICA,355.0007105,1.014671141,34.14023476,1486.882918
Mbalmayo,AFRICA,13,3.521794872,11.49679487,693.56
Mbandaka,AFRICA,48,0.040972222,18.26527778,327.657
Mbanza-Congo,AFRICA,7.999999999,-6.264583333,14.234375,594.039
Mbanza-Ngungu,AFRICA,37,-5.237837838,14.86328829,460.712
Mbarara,AFRICA,444,-0.589114114,30.64367492,1418.182
Mbe,AFRICA,3.999999999,7.8625,13.5875,929.121
Mbeya,AFRICA,59,-8.903531073,33.44971751,1381.497
Mbuji-Mayi,AFRICA,185,-6.127252252,23.5931982,712.352
Mbulu,AFRICA,11,-3.848484849,35.5280303,1498.643
McAlester,NORTH AMERICA,39,34.93675214,-95.76602564,234.402
McAllen,NORTH AMERICA,388.1125783,26.23588395,-98.27193318,79.958
McCook,NORTH AMERICA,15,40.20944444,-100.6311111,828.251
McGrath,NORTH AMERICA,0.999999999,62.95833333,-155.5916667,222.18
Meadow Lake,NORTH AMERICA,15,54.13166667,-108.4466667,534.283
Medan,MALAY ARCHIPELAGO,1723,3.660703231,98.64182144,332.986
Medani,AFRICA,115,14.40333333,33.53876812,414.904
Medea,AFRICA,65,36.27205128,2.757564103,324.899
Medellin,SOUTH AMERICA,276,6.237922705,-75.58858696,1874.659
Medford,NORTH AMERICA,134,42.33955224,-122.8725124,1185.592
Medicine Hat,NORTH AMERICA,73,50.03116438,-110.6793379,738.6476953
Medina,ASIA,200,24.470375,39.60595833,823.991
Medinipur,ASIA,7354.722938,22.45024417,87.2687247,51.69127642
Mednogorsk,EUROPE,12.99999999,51.41217949,57.58589744,344.316
Meekatharra,AUSTRALIA,1,-26.59166667,118.4916667,487.71
Meerut,ASIA,9437.864342,29.05697517,77.85770396,260.2640075
Megion,ASIA,19,61.03903509,76.11447368,64.372
Meiganga,AFRICA,13,6.518589744,14.28589744,1032.627
Meizhou,ASIA,153,24.30266885,116.083878,367.4557941
Mejillones,SOUTH AMERICA,4.999999998,-23.09666667,-70.45666667,378.096
Mekambo,AFRICA,5,1.016666667,13.95166667,522.29
Mekele,AFRICA,29,13.49741379,39.46235632,1906.082
Meknes,AFRICA,211,33.89296998,-5.553633491,1064.256
Mekoryuk,NORTH AMERICA,1,60.39166667,-166.2,39.369
Melbourne1,NORTH AMERICA,455.9278528,28.0863074,-80.67296046,4.242394822
Melbourne2,AUSTRALIA,2300,-37.84318478,145.0602681,327.8083345
Melekeok,MICRONESIA,7.000000001,7.344047619,134.477381,2.114
Melilla,AFRICA,52.00000002,35.29358974,-2.961217949,17.791
Melitopol,EUROPE,156,46.84823718,35.38878205,15.36
Melo,SOUTH AMERICA,27,-32.36265432,-54.16820988,153.254
Melton,AUSTRALIA,41,-37.68170732,144.5691057,336.742
Melun,EUROPE,341.525487,48.61204126,2.615886847,102.116
Melut,AFRICA,5.000000001,10.45333333,32.21,393.3
Melville,NORTH AMERICA,13,50.93461538,-102.8064103,584.876
Memphis,NORTH AMERICA,1157,35.10358686,-89.92162201,96.76746257
Mendi,MELANESIA,6.000000001,-6.131944444,143.6444444,1194.208
Mendocino,NORTH AMERICA,1.999999998,39.30833333,-123.8041667,450.083
Mendoza,SOUTH AMERICA,458,-32.90816958,-68.79122999,747.5635111
Mengzi,ASIA,152.0671886,23.38635792,103.3654189,1587.817
Meningie,AUSTRALIA,0.999999999,-35.69166667,139.3333333,30.732
Menongue,AFRICA,23,-14.64601449,17.67934783,1459.173
Merauke,MELANESIA,20,-8.497916667,140.39625,10.316
Merced,NORTH AMERICA,91,37.31501831,-120.4782051,218.928
Mercedes1,SOUTH AMERICA,29,-34.64971264,-59.43218391,39.751
Mercedes2,SOUTH AMERICA,44,-33.66931818,-65.45814394,703.065
Mercedes3,SOUTH AMERICA,16,-33.25208333,-58.03229167,17.078
Mercedes4,SOUTH AMERICA,17,-29.17941176,-58.08431373,69.025
Merida,NORTH AMERICA,269,20.97871747,-89.61976456,27.81825205
Meridian,NORTH AMERICA,73,32.38687215,-88.71118721,94.608
Merimbula,AUSTRALIA,2,-36.88333333,149.9041667,623.767
Merowe,AFRICA,5.000000003,18.48666667,31.81833333,297.857
Merredin,AUSTRALIA,5.999999998,-31.47638889,118.2736111,349.695
Meru,AFRICA,2317,-0.049931665,37.75702417,1327.699544
Mesa,NORTH AMERICA,920.2963085,33.37210055,-111.7786842,761.536
Messina,EUROPE,114,38.19758772,15.54407895,131.875
Metairie,NORTH AMERICA,313.684255,29.9659905,-90.17887298,11.04558394
Metz,EUROPE,585.7667161,49.2140134,6.134565008,292.5502536
Mexicali,NORTH AMERICA,236,32.63012006,-115.4532133,181.637
Mexico City,NORTH AMERICA,2577,19.49962489,-99.10313349,2651.56131
Meymaneh,ASIA,235,35.96131206,64.85460993,1450.198664
Mezen,EUROPE,10,65.85916667,44.23166667,37.657
Miahuatlan,NORTH AMERICA,11,16.33863636,-96.59621212,1703.947
Miami,NORTH AMERICA,3780,26.1984634,-80.22210097,5.682067553
Miami Beach,NORTH AMERICA,202.2645397,25.89358087,-80.16676138,3.51
Miandrivazo,AFRICA,3.999999999,-19.52083333,45.45,433.374
Mianyang,ASIA,22568.29691,31.31121743,105.4260369,598.3314985
Miass,ASIA,122,55.05696721,60.10081967,328.7472447
Michurinsk,EUROPE,68,52.90392157,40.49105392,147.071
Middelburg1,AFRICA,4.000000002,-31.4875,25.00416667,1386.43525
Middelburg2,AFRICA,30,-25.76277778,29.4575,1412.66
Middlesbrough,EUROPE,428,54.57239097,-1.220735981,122.8661262
Midland,NORTH AMERICA,117,32.01146724,-102.1131054,917.9198781
Mikhaylovka,EUROPE,33,50.06717172,43.2300505,133.092
Mikumi,AFRICA,18,-7.398148148,36.97916667,981.4146671
Milagro,SOUTH AMERICA,55,-2.131818182,-79.58469697,895.441
Milan,EUROPE,4695,45.6428825,9.216246006,320.5619374
Mildura,AUSTRALIA,27,-34.1867284,142.1438272,61.113
Miles City,NORTH AMERICA,17,46.41176471,-105.8406863,824.384
Millerovo,EUROPE,27,48.92716049,40.38950617,121.169
Milwaukee,NORTH AMERICA,1417,43.04851211,-88.04071983,237.1442421
Minas,SOUTH AMERICA,21,-34.36507937,-55.24047619,89.387
